slug,url,title,meta_description,content_chars
news-and-events__aarambh-2025-induction-program-for-bed-students,https://kalingauniversity.ac.in/news-and-events/aarambh-2025-induction-program-for-bed-students,Aarambh-2025 – Induction Program for B.Ed Students - Events | Kalinga College,About the Program: Our Faculty of Education welcomed newly enrolled students of the Bachelor of Education at Aarambh-2025 &amp;ndash; Induction Program. The event b,1508
news-and-events__annual-training-camp-atc,https://kalingauniversity.ac.in/news-and-events/annual-training-camp-atc,Annual Training Camp (ATC) - NCC | Kalinga College,Cadets undergo structured training focused on drill physical fitness weapon training basics map reading fieldcraft leadership activities and teamwork to build d,580
news-and-events__blood-donation-camp-2025,https://kalingauniversity.ac.in/news-and-events/blood-donation-camp-2025,Blood Donation Camp 2025 - Events | Kalinga College,"The Faculty of Pharmacy, under the Pharma Club, in collaboration with the Good Hope Blood Centre, successfully organised a Blood Donation Camp aligned with the",611
news-and-events__emerging-perspectives-and-future-trends-in-pharmaceuticals,https://kalingauniversity.ac.in/news-and-events/emerging-perspectives-and-future-trends-in-pharmaceuticals,Emerging Perspectives and Future Trends in Pharmaceuticals - Events | Kalinga College,"Our Faculty of Pharmacy successfully organised a Two-Day DST-SERB/ANRF, Govt. of India Sponsored International Conference on &amp;ldquo;Emerging Perspectives and Fu",1759
news-and-events__global-conference,https://kalingauniversity.ac.in/news-and-events/global-conference,Global Conference - Events | Kalinga College,"Press Release Kalinga University Embarks on Global Dialogue: Legal Entrepreneurship, AI &amp;amp; Human Rights in Focus The Global Conference 2025 was inaugurated w",1357
news-and-events__grand-book-fair-2025,https://kalingauniversity.ac.in/news-and-events/grand-book-fair-2025,Grand Book Fair 2025 - Events | Kalinga College,About the Program: Our Central Library organised a two-day book Fair as part of the instructions received from the Department of Higher Education to organise sp,1362
news-and-events__guest-lecture-on-essential-narcotic-drugs,https://kalingauniversity.ac.in/news-and-events/guest-lecture-on-essential-narcotic-drugs,Guest Lecture on “Essential Narcotic Drugs - Events | Kalinga College,Our Faculty of Pharmacy organised a Guest Lecture on &amp;ldquo;Essential Narcotic Drugs: The Vigilance Needed for Safe Usage and Misuse Prevention&amp;rdquo;. The gues,1209
news-and-events__guest-lecture-on-ipr-for-innovators-and-entrepreneurs,https://kalingauniversity.ac.in/news-and-events/guest-lecture-on-ipr-for-innovators-and-entrepreneurs,Guest Lecture on IPR for Innovators and Entrepreneurs - Events | Kalinga College,Our Faculty of Science successfully organised a guest lecture on IPR for Innovators and Entrepreneurs. The session began with a warm welcome by Dr. Anjaneyulu B,1293
news-and-events__hackathon-2025,https://kalingauniversity.ac.in/news-and-events/hackathon-2025,Hackathon-2025 - Events | Kalinga College,Hackathon-2025 - Events,1599
news-and-events__health-wellness-through-ayurveda,https://kalingauniversity.ac.in/news-and-events/health-wellness-through-ayurveda,Health &amp; Wellness through Ayurveda - Events | Kalinga College,"To raise awareness about Ayurveda, the Office of the Chief Proctor and the Faculty of Pharmacy organised a powerful discussion on &amp;ldquo;Health &amp;amp; Wellness t",1132
news-and-events__icetsd-2025,https://kalingauniversity.ac.in/news-and-events/icetsd-2025,ICETSD 2025 - Events | Kalinga College,Our Faculty of Technology successfully organised a Two-Day International Conference on &amp;ldquo;Emerging Technology for Sustainable Development&amp;rdquo; (ICETSD) 20,1591
news-and-events__ideathon-6-0,https://kalingauniversity.ac.in/news-and-events/ideathon-6-0,IDEATHON 6.0 - Upcoming Events | Kalinga College,IDEATHON 6.0 - Upcoming Events,2826
news-and-events__international-conference,https://kalingauniversity.ac.in/news-and-events/international-conference,International Conference 2025 - Events | Kalinga College,About the Program: The Faculty of Computer Science and Information Technology organised a two-day international conference on &amp;ldquo;Smart Technologies and Digi,1210
news-and-events__international-conference-icetsimd-2025,https://kalingauniversity.ac.in/news-and-events/international-conference-icetsimd-2025,International Conference (ICETSIMD) 2025 - Events | Kalinga College,International Conference (ICETSIMD) 2025 - Events,1805
news-and-events__international-conference-scisustain-2025,https://kalingauniversity.ac.in/news-and-events/international-conference-scisustain-2025,International Conference SCISUSTAIN 2025 - Events | Kalinga College,"Our Faculty of Science successfully organised a two-day International Conference - SCISUSTAIN 2025 in collaboration with Council of Industrial Research, New Del",1839
news-and-events__judex-30-moot-court-competition-2025-26,https://kalingauniversity.ac.in/news-and-events/judex-30-moot-court-competition-2025-26,Judex 3.0 Moot Court Competition 2025-26 - Announcement | Kalinga College,"Press Release Judex 3.0 at Kalinga University Opens with a Powerful Virtual Round; On-Campus Battles Await Raipur, July 14, 2025 &amp;mdash;With two action-packed d",1458
news-and-events__kalinga-university-clinches-gold-at-woodball,https://kalingauniversity.ac.in/news-and-events/kalinga-university-clinches-gold-at-woodball,Kalinga University Clinches Gold at AIU Woodball - Sports | Kalinga College,"Among 44 universities of India, our Woodball team secured a Gold Medal in the Mixed Double Event and a Bronze Medal in the Women&amp;rsquo;s Team Stroke category, a",1050
news-and-events__kalinga-university-unveils-the-dr-yashwant-singh-parmar-legacy-special-collection,https://kalingauniversity.ac.in/news-and-events/kalinga-university-unveils-the-dr-yashwant-singh-parmar-legacy-special-collection,Kalinga University Unveils the ‘Dr. Yashwant Singh Parmar Legacy’ Special Collection - News | Kalinga College,Kalinga University Unveils the ‘Dr. Yashwant Singh Parmar Legacy’ Special Collection - News,1305
news-and-events__legal-aid-cell-commemorates-the-76th-year-of-the-indian-constitution,https://kalingauniversity.ac.in/news-and-events/legal-aid-cell-commemorates-the-76th-year-of-the-indian-constitution,Legal Aid Cell Commemorates the 76th Year of the Indian Constitution - News | Kalinga College,Legal Aid Cell Commemorates the 76th Year of the Indian Constitution - News,1582
news-and-events__national-inter-university-ncc-events,https://kalingauniversity.ac.in/news-and-events/national-inter-university-ncc-events,National &amp; Inter-University NCC Events - NCC | Kalinga College,Cadets represent the institution at national and inter-university NCC events enhancing leadership communication skills and national integration.,575
news-and-events__national-seminar-on-waste-optimization-and-sustainable-practices,https://kalingauniversity.ac.in/news-and-events/national-seminar-on-waste-optimization-and-sustainable-practices,National Seminar on Waste Optimization and Sustainable Practices - Events | Kalinga College,"Under the auspices of AICTE-ATAL VAANI, we organised a three-day National Seminar on &amp;ldquo;Waste Optimisation and Sustainable Practices&amp;rdquo;: A Sustainable A",1459
news-and-events__one-day-workshop,https://kalingauniversity.ac.in/news-and-events/one-day-workshop,One-Day Workshop - Events | Kalinga College,"About the Program: The Central Library and Research Department of Kalinga University, in collaboration with Elsevier, organised a one-day workshop - &amp;ldquo;From",1543
news-and-events__parade-drill-ceremonial-practice,https://kalingauniversity.ac.in/news-and-events/parade-drill-ceremonial-practice,"Parade, Drill &amp; Ceremonial Practice - NCC | Kalinga College",Regular parade and drill sessions help cadets develop impeccable turnout coordination time management and command response while strengthening esprit de corps.,579
news-and-events__public-awareness-program-on-groundwater-quality-and-monitoring,https://kalingauniversity.ac.in/news-and-events/public-awareness-program-on-groundwater-quality-and-monitoring,Public Awareness Program on Groundwater Quality and Monitoring - Events | Kalinga College,"To educate our students and local communities about the importance of sustainable groundwater management practices, the Department of Zoology, in collaboration",1254
news-and-events__role-of-microorganisms-in-plants-and-human-health,https://kalingauniversity.ac.in/news-and-events/role-of-microorganisms-in-plants-and-human-health,Role of Microorganisms in Plants and Human Health - Events | Kalinga College,The Department of Microbiology and Botany of our Faculty of Science organised an online guest lecture on &amp;ldquo;Role of Microorganisms in Plants and Human Healt,1523
news-and-events__toppers-felicitation-ceremony,https://kalingauniversity.ac.in/news-and-events/toppers-felicitation-ceremony,Toppers Felicitation Ceremony 5.0 | Kalinga University Naya Raipur,"Join Toppers Felicitation Ceremony 5.0 at Kalinga University, Naya Raipur, on 23 May 2026. Honouring CGBSE Class 12 toppers and students scoring 80%.",2964
news-and-events__trainers-training-certification-course-on-the-posh-act-2013,https://kalingauniversity.ac.in/news-and-events/trainers-training-certification-course-on-the-posh-act-2013,"Trainers’ Training Certification Course on the POSH Act, 2013 - Events | Kalinga College","Trainers’ Training Certification Course on the POSH Act, 2013 - Events",1774
news-and-events__two-days-global-conference-on-recent-trends-in-law,https://kalingauniversity.ac.in/news-and-events/two-days-global-conference-on-recent-trends-in-law,Two Days Global Conference On Recent Trends in Law - Events | Kalinga College,"Press Release &amp;ldquo;TWO DAYS GLOBAL CONFERENCE ON RECENT TRENDS IN LAW, ARBITRATION, MEDIATION, ECONOMY AND SOCIETY&amp;rdquo; hosted by Kalinga University The Glo",1994
news-and-events__world-ozone-day-2025,https://kalingauniversity.ac.in/news-and-events/world-ozone-day-2025,World Ozone Day 2025 - Events | Kalinga College,"To spread awareness about the importance of protecting the ozone layer, the Green Club and Department of Zoology organised a painting competition on World Ozone",1456
news-and-events__world-pharmacists-day-celebration,https://kalingauniversity.ac.in/news-and-events/world-pharmacists-day-celebration,World Pharmacists’ Day Celebration - Events | Kalinga College,"Our Faculty of Pharmacy celebrated World Pharmacists Day, recognising its important role in healthcare and treatment of diseases. The theme for this year&amp;rsquo;",1236
nss,https://kalingauniversity.ac.in/nss,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",8415
organogram,https://kalingauniversity.ac.in/organogram,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",391
other-committees,https://kalingauniversity.ac.in/other-committees,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",4918
patents,https://kalingauniversity.ac.in/patents,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",3378
pay-online,https://kalingauniversity.ac.in/pay-online,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",129
phd,https://kalingauniversity.ac.in/phd,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",5343
podcast,https://kalingauniversity.ac.in/podcast,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",691
privacy-policy,https://kalingauniversity.ac.in/privacy-policy,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",6243
pro-chancellor,https://kalingauniversity.ac.in/pro-chancellor,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",1820
radio,https://kalingauniversity.ac.in/radio,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",534
refund-policy,https://kalingauniversity.ac.in/refund-policy,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",226
registrar,https://kalingauniversity.ac.in/registrar,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",1728
research,https://kalingauniversity.ac.in/research,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",6944
research-conferences,https://kalingauniversity.ac.in/research-conferences,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",4101
research-facilities,https://kalingauniversity.ac.in/research-facilities,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",1892
research-papers,https://kalingauniversity.ac.in/research-papers,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",383003
research-papers-and-books-published,https://kalingauniversity.ac.in/research-papers-and-books-published,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",413365
research-resources,https://kalingauniversity.ac.in/research-resources,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",3915
rti,https://kalingauniversity.ac.in/rti,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",671
safety-and-security,https://kalingauniversity.ac.in/safety-and-security,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",2038
scholarships,https://kalingauniversity.ac.in/scholarships,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",4797
sports-and-wellness-centre,https://kalingauniversity.ac.in/sports-and-wellness-centre,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",1871
student-clubs,https://kalingauniversity.ac.in/student-clubs,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",1889
student-support,https://kalingauniversity.ac.in/student-support,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",4963
student-welfare,https://kalingauniversity.ac.in/student-welfare,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",30380
students-counselling-cell,https://kalingauniversity.ac.in/students-counselling-cell,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",2362
sustainability,https://kalingauniversity.ac.in/sustainability,Sustainability &amp; SGD Cell | Green Campus | Kalinga University,"Kalinga University is committed to the UN Sustainable Development Goals (SDGs). Explore our green initiatives, waste management, and solar energy projects for a better future.",13055
terms-conditions,https://kalingauniversity.ac.in/terms-conditions,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",8880
thank-you,https://kalingauniversity.ac.in/thank-you,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",297
training-and-placement-cell,https://kalingauniversity.ac.in/training-and-placement-cell,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",4397
training-and-placements,https://kalingauniversity.ac.in/training-and-placements,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",99892
transport-facility,https://kalingauniversity.ac.in/transport-facility,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",663
unnat-bharat-abhiyan,https://kalingauniversity.ac.in/unnat-bharat-abhiyan,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",5323
value-added-course,https://kalingauniversity.ac.in/value-added-course,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",1014
value-additions,https://kalingauniversity.ac.in/value-additions,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",7832
vice-chancellor,https://kalingauniversity.ac.in/vice-chancellor,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",1944
voter-portal,https://kalingauniversity.ac.in/voter-portal,Kalinga University - Transforming Futures with Knowledge &amp; Innovation,"Kalinga University is a leading institution offering world-class education in engineering, management, science, arts, and more.",22
